Id,Label,timeset,lat,lng,provinz,background_map_node
bckm_2511,,,47.899439,-64.567505,,true
bckm_2510,,,47.917772,-64.482773,,true
bckm_2509,,,47.866938,-64.667496,,true
bckm_2508,,,47.753054,-64.690552,,true
bckm_2507,,,47.917772,-64.482773,,true
bckm_2506,,,47.602495,-55.901939,,true
bckm_2505,,,47.688326,-55.933884,,true
bckm_2504,,,47.644716,-56.113617,,true
bckm_2503,,,47.602495,-55.901939,,true
bckm_2502,,,47.479433,-54.077499,,true
bckm_2501,,,47.685549,-54.071388,,true
bckm_2500,,,47.50139,-54.101944,,true
bckm_2499,,,47.479433,-54.077499,,true
bckm_2498,,,47.390276,-54.261391,,true
bckm_2497,,,47.670549,-54.128883,,true
bckm_2496,,,47.411661,-54.365555,,true
bckm_2495,,,47.390276,-54.261391,,true
bckm_2494,,,47.620272,-61.380554,,true
bckm_2493,,,47.407213,-61.928055,,true
bckm_2492,,,47.225824,-62.013062,,true
bckm_2491,,,47.620272,-61.380554,,true
bckm_2490,,,47.260553,-55.876106,,true
bckm_2489,,,47.293329,-55.881111,,true
bckm_2488,,,47.257776,-55.96833,,true
bckm_2487,,,47.260553,-55.876106,,true
bckm_2486,,,46.743326,-64.039719,,true
bckm_2485,,,47.038607,-64.020844,,true
bckm_2484,,,46.670549,-64.415558,,true
bckm_2483,,,46.211939,-63.591942,,true
bckm_2482,,,46.319994,-62.962776,,true
bckm_2481,,,45.954165,-62.761116,,true
bckm_2480,,,46.453325,-61.965004,,true
bckm_2479,,,46.41221,-63.216393,,true
bckm_2478,,,46.567217,-63.647224,,true
bckm_2477,,,46.439432,-63.742226,,true
bckm_2476,,,46.743326,-64.039719,,true
bckm_2475,,,46.861666,-60.445274,,true
bckm_2474,,,47.024439,-60.609169,,true
bckm_2473,,,46.149439,-61.447777,,true
bckm_2472,,,45.573328,-61.336945,,true
bckm_2471,,,45.938326,-59.840553,,true
bckm_2470,,,46.310549,-60.347778,,true
bckm_2469,,,45.934435,-60.789726,,true
bckm_2468,,,45.97999,-60.409164,,true
bckm_2467,,,45.699717,-61.14917,,true
bckm_2466,,,46.279993,-60.419998,,true
bckm_2465,,,46.201937,-60.609169,,true
bckm_2464,,,46.861666,-60.445274,,true
bckm_2463,,,46.435549,-63.246391,,true
bckm_2462,,,46.442766,-63.245834,,true
bckm_2461,,,46.45083,-63.285004,,true
bckm_2460,,,46.435549,-63.246391,,true
bckm_2459,,,45.558329,-61.199997,,true
bckm_2458,,,45.568888,-61.214165,,true
bckm_2457,,,45.564157,-61.224167,,true
bckm_2456,,,45.558329,-61.199997,,true
bckm_2455,,,45.457773,-60.993889,,true
bckm_2454,,,45.560549,-60.879997,,true
bckm_2453,,,45.546389,-61.104446,,true
bckm_2452,,,45.457773,-60.993889,,true
bckm_2451,,,44.614443,-66.886124,,true
bckm_2450,,,44.707773,-66.74028,,true
bckm_2449,,,44.80916,-66.772507,,true
bckm_2448,,,44.614443,-66.886124,,true
bckm_2447,,,44.289721,-66.282776,,true
bckm_2446,,,44.395273,-66.20639,,true
bckm_2445,,,44.252779,-66.322235,,true
bckm_2444,,,44.289721,-66.282776,,true
bckm_2443,,,43.928331,-59.816948,,true
bckm_2442,,,43.991106,-59.724716,,true
bckm_2441,,,43.941935,-60.129997,,true
bckm_2440,,,43.928331,-59.816948,,true
bckm_2439,,,43.420275,-65.613617,,true
bckm_2438,,,43.508333,-65.566101,,true
bckm_2437,,,43.47471,-65.633057,,true
bckm_2436,,,43.420275,-65.613617,,true
bckm_2435,,,4.892499,114.981369,,true
bckm_2434,,,4.590538,114.095078,,true
bckm_2433,,,4.018888,114.641098,,true
bckm_2432,,,4.895795,115.018433,,true
bckm_2431,,,4.892499,114.981369,,true
bckm_2430,,,4.804998,115.223038,,true
bckm_2429,,,4.90324,115.145782,,true
bckm_2428,,,4.82021,115.029129,,true
bckm_2427,,,4.311943,115.343323,,true
bckm_2426,,,4.804998,115.223038,,true
bckm_2425,,,42.841103,27.879166,,true
bckm_2424,,,43.747765,28.583244,,true
bckm_2423,,,44.147339,27.036427,,true
bckm_2422,,,43.626778,25.430229,,true
bckm_2421,,,43.684715,24.179996,,true
bckm_2420,,,43.842499,22.875275,,true
bckm_2419,,,44.076111,23.044167,,true
bckm_2418,,,44.224701,22.681435,,true
bckm_2417,,,43.826942,22.367222,,true
bckm_2416,,,43.192772,23.004997,,true
bckm_2415,,,42.821663,22.442219,,true
bckm_2414,,,42.323883,22.365276,,true
bckm_2413,,,41.762215,23.014721,,true
bckm_2412,,,41.342125,22.935604,,true
bckm_2411,,,41.570549,24.263885,,true
bckm_2410,,,41.24305,25.285,,true
bckm_2409,,,41.354713,26.139996,,true
bckm_2408,,,41.697495,26.066109,,true
bckm_2407,,,41.708054,26.294167,,true
bckm_2406,,,41.711052,26.361095,,true
bckm_2405,,,42.008041,27.394997,,true
bckm_2404,,,41.982216,28.013054,,true
bckm_2403,,,42.469994,27.44833,,true
bckm_2402,,,42.841103,27.879166,,true
bckm_2401,,,5.217222,-60.098335,,true
bckm_2400,,,5.204802,-60.73037,,true
bckm_2399,,,4.946669,-60.579727,,true
bckm_2398,,,4.520555,-60.985001,,true
bckm_2397,,,4.032499,-62.745834,,true
bckm_2396,,,3.560278,-62.875,,true
bckm_2395,,,3.961111,-63.343056,,true
bckm_2394,,,3.88611,-64.017792,,true
bckm_2393,,,4.281389,-64.795288,,true
bckm_2392,,,3.594446,-64.191116,,true
bckm_2391,,,2.4825,-64.045013,,true
bckm_2390,,,2.419168,-63.361115,,true
bckm_2389,,,2.151388,-63.393059,,true
bckm_2388,,,0.649721,-65.51889,,true
bckm_2387,,,0.989168,-65.589737,,true
bckm_2386,,,0.750559,-66.311951,,true
bckm_2385,,,1.221643,-66.871887,,true
bckm_2384,,,1.173334,-67.076675,,true
bckm_2383,,,2.143888,-67.424179,,true
bckm_2382,,,1.745279,-67.914734,,true
bckm_2381,,,1.977503,-68.196396,,true
bckm_2380,,,1.724169,-68.153061,,true
bckm_2379,,,1.710455,-69.8461,,true
bckm_2378,,,1.072222,-69.842224,,true
bckm_2377,,,1.038336,-69.270004,,true
bckm_2376,,,0.645002,-69.124725,,true
bckm_2375,,,0.590834,-70.044174,,true
bckm_2374,,,-0.157499,-70.05806,,true
bckm_2373,,,-0.5175,-69.607513,,true
bckm_2372,,,-1.338055,-69.378067,,true
bckm_2371,,,-4.236874,-69.956924,,true
bckm_2370,,,-4.146389,-70.765839,,true
bckm_2369,,,-5.124722,-72.851959,,true
bckm_2368,,,-6.447222,-73.123901,,true
bckm_2367,,,-6.876944,-73.744171,,true
bckm_2366,,,-7.541389,-74.010559,,true
bckm_2365,,,-8.983334,-72.964172,,true
bckm_2364,,,-9.407223,-73.205292,,true
bckm_2363,,,-9.494446,-72.366394,,true
bckm_2362,,,-10.004723,-72.14389,,true
bckm_2361,,,-9.996389,-71.298889,,true
bckm_2360,,,-9.428001,-70.514664,,true
bckm_2359,,,-11.009167,-70.631393,,true
bckm_2358,,,-10.951092,-69.568436,,true
bckm_2357,,,-11.106138,-68.58345,,true
bckm_2356,,,-9.906946,-66.634445,,true
bckm_2355,,,-9.697779,-65.381958,,true
bckm_2354,,,-11.26639,-65.392792,,true
bckm_2353,,,-12.008057,-64.991669,,true
bckm_2352,,,-12.461668,-64.39418,,true
bckm_2351,,,-12.650002,-63.075005,,true
bckm_2350,,,-13.544724,-61.833893,,true
bckm_2349,,,-13.493118,-61.038979,,true
bckm_2348,,,-13.807222,-60.47084,,true
bckm_2347,,,-15.093613,-60.258896,,true
bckm_2346,,,-15.097502,-60.571396,,true
bckm_2345,,,-16.263058,-60.160278,,true
bckm_2344,,,-16.279167,-58.327507,,true
bckm_2343,,,-17.249168,-58.397507,,true
bckm_2342,,,-17.593056,-57.743057,,true
bckm_2341,,,-18.203892,-57.521118,,true
bckm_2340,,,-19.74139,-58.121117,,true
bckm_2339,,,-19.978794,-57.848747,,true
bckm_2338,,,-20.168055,-58.15889,,true
bckm_2337,,,-20.971947,-57.814444,,true
bckm_2336,,,-22.091827,-57.985107,,true
bckm_2335,,,-22.288891,-55.849724,,true
bckm_2334,,,-23.95639,-55.411667,,true
bckm_2333,,,-23.916668,-54.407227,,true
bckm_2332,,,-24.679449,-54.330559,,true
bckm_2331,,,-25.573223,-54.598915,,true
bckm_2330,,,-25.681114,-53.863335,,true
bckm_2329,,,-27.129169,-53.807785,,true
bckm_2328,,,-28.226112,-55.765282,,true
bckm_2327,,,-30.184925,-57.608002,,true
bckm_2326,,,-30.105278,-56.811394,,true
bckm_2325,,,-31.079794,-56.008923,,true
bckm_2324,,,-30.845837,-55.581947,,true
bckm_2323,,,-31.967781,-53.879723,,true
bckm_2322,,,-32.729729,-53.093056,,true
bckm_2321,,,-33.147781,-53.522781,,true
bckm_2320,,,-33.740669,-53.374298,,true
bckm_2319,,,-33.129448,-52.636673,,true
bckm_2318,,,-31.339447,-51.965279,,true
bckm_2317,,,-30.795559,-51.271118,,true
bckm_2316,,,-30.010002,-51.28167,,true
bckm_2315,,,-30.419445,-50.928337,,true
bckm_2314,,,-30.190556,-50.608894,,true
bckm_2313,,,-30.457226,-50.567223,,true
bckm_2312,,,-31.471668,-51.251396,,true
bckm_2311,,,-31.823612,-52.086395,,true
bckm_2310,,,-32.174171,-52.072502,,true
bckm_2309,,,-31.081112,-50.749451,,true
bckm_2308,,,-29.369724,-49.752502,,true
bckm_2307,,,-28.522224,-48.774727,,true
bckm_2306,,,-27.211391,-48.485283,,true
bckm_2305,,,-26.067223,-48.802504,,true
bckm_2304,,,-26.18,-48.581947,,true
bckm_2303,,,-25.880001,-48.770561,,true
bckm_2302,,,-25.576389,-48.361389,,true
bckm_2301,,,-25.424725,-48.718613,,true
bckm_2300,,,-25.272224,-48.131393,,true
bckm_2299,,,-25.46167,-48.208618,,true
bckm_2298,,,-25.015003,-48.026115,,true
bckm_2297,,,-23.868336,-46.382782,,true
bckm_2296,,,-23.830833,-45.418335,,true
bckm_2295,,,-23.356113,-44.577225,,true
bckm_2294,,,-23.048058,-44.662506,,true
bckm_2293,,,-22.996948,-43.218338,,true
bckm_2292,,,-22.668335,-43.075836,,true
bckm_2291,,,-22.954723,-43.091949,,true
bckm_2290,,,-22.91917,-42.034447,,true
bckm_2289,,,-22.346111,-41.763062,,true
bckm_2288,,,-21.988056,-40.971672,,true
bckm_2287,,,-21.235836,-40.960556,,true
bckm_2286,,,-19.632504,-39.801392,,true
bckm_2285,,,-18.223335,-39.643616,,true
bckm_2284,,,-17.683891,-39.130835,,true
bckm_2283,,,-17.147503,-39.206673,,true
bckm_2282,,,-15.874168,-38.871948,,true
bckm_2281,,,-14.64389,-39.066948,,true
bckm_2280,,,-13.915556,-38.920563,,true
bckm_2279,,,-14.175835,-39.038895,,true
bckm_2278,,,-13.681391,-38.963058,,true
bckm_2277,,,-13.538334,-39.080284,,true
bckm_2276,,,-13.377501,-39.056395,,true
bckm_2275,,,-13.380001,-38.956673,,true
bckm_2274,,,-12.874445,-38.725281,,true
bckm_2273,,,-12.705557,-38.901115,,true
bckm_2272,,,-12.577778,-38.691673,,true
bckm_2271,,,-13.02,-38.488617,,true
bckm_2270,,,-12.633057,-38.041389,,true
bckm_2269,,,-10.748611,-37.153336,,true
bckm_2268,,,-10.935835,-37.021666,,true
bckm_2267,,,-10.4925,-36.393333,,true
bckm_2266,,,-9.18,-35.292778,,true
bckm_2265,,,-7.631111,-34.800835,,true
bckm_2264,,,-5.214722,-35.417503,,true
bckm_2263,,,-4.918612,-37.174446,,true
bckm_2262,,,-2.846388,-39.996948,,true
bckm_2261,,,-3.023554,-41.24807,,true
bckm_2260,,,-2.365833,-43.347504,,true
bckm_2259,,,-2.830278,-44.339729,,true
bckm_2258,,,-2.405834,-44.063339,,true
bckm_2257,,,-2.526667,-44.356949,,true
bckm_2256,,,-2.93,-44.420563,,true
bckm_2255,,,-3.297499,-44.786392,,true
bckm_2254,,,-2.556944,-44.58223,,true
bckm_2253,,,-2.338888,-44.360001,,true
bckm_2252,,,-2.33111,-44.656395,,true
bckm_2251,,,-1.980833,-44.490562,,true
bckm_2250,,,-1.832222,-44.538895,,true
bckm_2249,,,-1.817778,-44.695007,,true
bckm_2248,,,-1.705,-44.799171,,true
bckm_2247,,,-1.578333,-44.820557,,true
bckm_2246,,,-1.601667,-44.951393,,true
bckm_2245,,,-1.425278,-44.860283,,true
bckm_2244,,,-1.740278,-45.347504,,true
bckm_2243,,,-1.313334,-45.326668,,true
bckm_2242,,,-1.545555,-45.462227,,true
bckm_2241,,,-1.310833,-45.446945,,true
bckm_2240,,,-1.370277,-45.696114,,true
bckm_2239,,,-1.18,-45.735558,,true
bckm_2238,,,-1.271944,-45.851952,,true
bckm_2237,,,-1.074999,-45.974724,,true
bckm_2236,,,-1.210278,-46.043335,,true
bckm_2235,,,-1.183611,-46.259726,,true
bckm_2234,,,-0.9575,-46.191948,,true
bckm_2233,,,-1.043055,-46.448334,,true
bckm_2232,,,-1.032221,-46.535835,,true
bckm_2231,,,-0.999166,-46.557785,,true
bckm_2230,,,-1.029444,-46.604172,,true
bckm_2229,,,-0.712778,-46.821671,,true
bckm_2228,,,-0.908056,-46.951118,,true
bckm_2227,,,-0.704445,-46.954727,,true
bckm_2226,,,-0.5825,-47.431395,,true
bckm_2225,,,-0.812778,-47.39389,,true
bckm_2224,,,-0.636667,-47.542503,,true
bckm_2223,,,-0.758055,-47.726952,,true
bckm_2222,,,-0.635277,-47.749451,,true
bckm_2221,,,-0.775278,-47.956947,,true
bckm_2220,,,-0.710833,-48.060562,,true
bckm_2219,,,-0.945,-48.292229,,true
bckm_2218,,,-1.308332,-48.331673,,true
bckm_2217,,,-1.301943,-48.479172,,true
bckm_2216,,,-1.458332,-48.503059,,true
bckm_2215,,,-1.471945,-48.184448,,true
bckm_2214,,,-1.499443,-48.413612,,true
bckm_2213,,,-1.661667,-48.430557,,true
bckm_2212,,,-1.469166,-48.697226,,true
bckm_2211,,,-2.564999,-49.490004,,true
bckm_2210,,,-1.708332,-49.289726,,true
bckm_2209,,,-1.810444,-50.677956,,true
bckm_2208,,,-2.220556,-50.70639,,true
bckm_2207,,,-2.066111,-50.983894,,true
bckm_2206,,,-2.50861,-50.846115,,true
bckm_2205,,,-1.763611,-51.307503,,true
bckm_2204,,,-2.273611,-51.45195,,true
bckm_2203,,,-1.646944,-51.336945,,true
bckm_2202,,,-1.767778,-50.663895,,true
bckm_2201,,,-1.439722,-50.816673,,true
bckm_2200,,,-0.91361,-50.858337,,true
bckm_2199,,,-0.925278,-50.992226,,true
bckm_2198,,,-0.949167,-51.009171,,true
bckm_2197,,,-0.998611,-50.992783,,true
bckm_2196,,,-1.218332,-51.257225,,true
bckm_2195,,,-1.692078,-52.208469,,true
bckm_2194,,,-1.603333,-52.712784,,true
bckm_2193,,,-1.345278,-52.232506,,true
bckm_2192,,,-1.42,-52.067505,,true
bckm_2191,,,-1.337778,-51.928337,,true
bckm_2190,,,-1.166389,-51.920006,,true
bckm_2189,,,-1.026667,-51.712502,,true
bckm_2188,,,-0.752499,-51.700005,,true
bckm_2187,,,-0.142778,-51.258614,,true
bckm_2186,,,1.170279,-49.903893,,true
bckm_2185,,,1.214167,-50.121948,,true
bckm_2184,,,1.708055,-49.93,,true
bckm_2183,,,1.825834,-50.445282,,true
bckm_2182,,,2.164724,-50.679726,,true
bckm_2181,,,3.911669,-51.088615,,true
bckm_2180,,,4.39139,-51.537506,,true
bckm_2179,,,3.972502,-51.447784,,true
bckm_2178,,,4.034163,-51.684067,,true
bckm_2177,,,2.195833,-52.909729,,true
bckm_2176,,,2.329195,-54.603783,,true
bckm_2175,,,2.532778,-55.965836,,true
bckm_2174,,,1.893057,-55.904167,,true
bckm_2173,,,1.944498,-56.470634,,true
bckm_2172,,,1.975279,-57.324722,,true
bckm_2171,,,1.185556,-58.806946,,true
bckm_2170,,,1.731112,-59.642784,,true
bckm_2169,,,2.693613,-59.989449,,true
bckm_2168,,,3.899446,-59.568611,,true
bckm_2167,,,4.388887,-59.675835,,true
bckm_2166,,,4.5175,-60.147507,,true
bckm_2165,,,5.217222,-60.098335,,true
bckm_2164,,,2.119722,-50.475281,,true
bckm_2163,,,2.193613,-50.405556,,true
bckm_2162,,,2.203054,-50.517227,,true
bckm_2161,,,2.119722,-50.475281,,true
bckm_2160,,,1.881392,-50.396666,,true
bckm_2159,,,2.116945,-50.356117,,true
bckm_2158,,,2.025,-50.505005,,true
bckm_2157,,,1.881392,-50.396666,,true
bckm_2156,,,0.935278,-50.009445,,true
bckm_2155,,,1.054445,-49.947784,,true
bckm_2154,,,0.981112,-50.074448,,true
bckm_2153,,,0.935278,-50.009445,,true
bckm_2152,,,0.884443,-50.037506,,true
bckm_2151,,,0.918058,-50.042229,,true
bckm_2150,,,0.920835,-50.093895,,true
bckm_2149,,,0.884443,-50.037506,,true
bckm_2148,,,0.881666,-50.007225,,true
bckm_2147,,,0.879168,-50.200562,,true
bckm_2146,,,0.751669,-50.267784,,true
bckm_2145,,,0.881666,-50.007225,,true
bckm_2144,,,0.350836,-50.237503,,true
bckm_2143,,,0.646112,-50.063614,,true
bckm_2142,,,0.506392,-50.30806,,true
bckm_2141,,,0.350836,-50.237503,,true
bckm_2140,,,0.210833,-50.416389,,true
bckm_2139,,,0.621389,-50.373894,,true
bckm_2138,,,0.22611,-50.536392,,true
bckm_2137,,,0.210833,-50.416389,,true
bckm_2136,,,0.229445,-50.243057,,true
bckm_2135,,,0.320002,-50.083618,,true
bckm_2134,,,0.324167,-50.184174,,true
bckm_2133,,,0.229445,-50.243057,,true
bckm_2132,,,0.227503,-49.636116,,true
bckm_2131,,,0.109446,-50.392502,,true
bckm_2130,,,-0.072222,-49.984726,,true
bckm_2129,,,0.227503,-49.636116,,true
bckm_2128,,,-0.022778,-50.455559,,true
bckm_2127,,,0.146669,-50.465004,,true
bckm_2126,,,0.17111,-50.643333,,true
bckm_2125,,,-0.022778,-50.455559,,true
bckm_2124,,,-0.134443,-49.525558,,true
bckm_2123,,,0.070559,-49.501671,,true
bckm_2122,,,-0.064444,-49.852501,,true
bckm_2121,,,-0.134443,-49.525558,,true
bckm_2120,,,-0.047499,-50.901672,,true
bckm_2119,,,0.02389,-50.697502,,true
bckm_2118,,,0.060835,-50.829727,,true
bckm_2117,,,-0.047499,-50.901672,,true
bckm_2116,,,-0.0625,-50.556946,,true
bckm_2115,,,-0.224167,-51.027229,,true
bckm_2114,,,-0.283056,-50.85778,,true
bckm_2113,,,-0.0625,-50.556946,,true
bckm_2112,,,-0.484722,-51.380562,,true
bckm_2111,,,-0.285278,-51.137505,,true
bckm_2110,,,-0.121389,-51.103058,,true
bckm_2109,,,-0.484722,-51.380562,,true
bckm_2108,,,-0.358889,-50.803337,,true
bckm_2107,,,-0.226667,-50.748894,,true
bckm_2106,,,-0.358332,-50.908058,,true
bckm_2105,,,-0.358889,-50.803337,,true
bckm_2104,,,-0.227777,-49.713341,,true
bckm_2103,,,-0.279167,-50.657784,,true
bckm_2102,,,-0.971943,-50.796951,,true
bckm_2101,,,-1.069166,-50.550003,,true
bckm_2100,,,-1.151945,-50.781113,,true
bckm_2099,,,-1.440556,-50.803612,,true
bckm_2098,,,-1.800833,-50.578056,,true
bckm_2097,,,-1.613888,-49.166389,,true
bckm_2096,,,-1.064444,-48.627228,,true
bckm_2095,,,-0.289167,-48.373062,,true
bckm_2094,,,-0.227777,-49.713341,,true
bckm_2093,,,-0.335833,-50.907227,,true
bckm_2092,,,-0.291389,-50.888618,,true
bckm_2091,,,-0.248888,-51.025002,,true
bckm_2090,,,-0.335833,-50.907227,,true
bckm_2089,,,-0.539999,-51.10778,,true
bckm_2088,,,-0.353889,-50.946671,,true
bckm_2087,,,-0.283056,-51.034729,,true
bckm_2086,,,-0.539999,-51.10778,,true
bckm_2085,,,-0.567499,-50.958618,,true
bckm_2084,,,-0.383888,-50.776947,,true
bckm_2083,,,-0.385277,-50.878334,,true
bckm_2082,,,-0.567499,-50.958618,,true
bckm_2081,,,-0.540833,-51.403336,,true
bckm_2080,,,-0.454443,-51.239449,,true
bckm_2079,,,-0.499722,-51.411392,,true
bckm_2078,,,-0.540833,-51.403336,,true
bckm_2077,,,-1.476667,-51.90139,,true
bckm_2076,,,-1.240278,-51.483337,,true
bckm_2075,,,-1.014166,-51.271666,,true
bckm_2074,,,-0.669722,-51.148338,,true
bckm_2073,,,-0.529167,-51.199722,,true
bckm_2072,,,-0.541389,-51.38195,,true
bckm_2071,,,-0.733889,-51.609726,,true
bckm_2070,,,-1.083332,-51.662224,,true
bckm_2069,,,-1.178888,-51.885002,,true
bckm_2068,,,-1.430832,-51.952225,,true
bckm_2067,,,-1.476667,-51.90139,,true
bckm_2066,,,-0.659166,-51.051117,,true
bckm_2065,,,-0.560556,-51.025284,,true
bckm_2064,,,-0.633888,-51.098335,,true
bckm_2063,,,-0.659166,-51.051117,,true
bckm_2062,,,-0.959444,-51.13195,,true
bckm_2061,,,-0.572222,-50.815834,,true
bckm_2060,,,-0.694445,-51.070282,,true
bckm_2059,,,-0.959444,-51.13195,,true
bckm_2058,,,-0.709166,-47.66806,,true
bckm_2057,,,-0.620832,-47.637222,,true
bckm_2056,,,-0.57361,-47.665283,,true
bckm_2055,,,-0.640556,-47.718895,,true
bckm_2054,,,-0.714722,-47.696671,,true
bckm_2053,,,-0.709166,-47.66806,,true
bckm_2052,,,-0.727222,-47.935005,,true
bckm_2051,,,-0.673056,-47.876114,,true
bckm_2050,,,-0.636667,-47.932503,,true
bckm_2049,,,-0.68,-47.97084,,true
bckm_2048,,,-0.731945,-47.951668,,true
bckm_2047,,,-0.727222,-47.935005,,true
bckm_2046,,,-0.844999,-50.92028,,true
bckm_2045,,,-0.727777,-50.842781,,true
bckm_2044,,,-0.729166,-50.922783,,true
bckm_2043,,,-0.844999,-50.92028,,true
bckm_2042,,,-1.21361,-51.375282,,true
bckm_2041,,,-1.143888,-51.239449,,true
bckm_2040,,,-0.841667,-51.203056,,true
bckm_2039,,,-1.024721,-51.248894,,true
bckm_2038,,,-1.129444,-51.363617,,true
bckm_2037,,,-1.201944,-51.400284,,true
bckm_2036,,,-1.21361,-51.375282,,true
bckm_2035,,,-0.866388,-50.987228,,true
bckm_2034,,,-1.091667,-51.182503,,true
bckm_2033,,,-1.037794,-51.070038,,true
bckm_2032,,,-0.991667,-51.019447,,true
bckm_2031,,,-0.919502,-51.012619,,true
bckm_2030,,,-0.869722,-50.920837,,true
bckm_2029,,,-0.866388,-50.987228,,true
bckm_2028,,,-1.020277,-46.498894,,true
bckm_2027,,,-1.006388,-46.440002,,true
bckm_2026,,,-0.888611,-46.456673,,true
bckm_2025,,,-0.972221,-46.54834,,true
bckm_2024,,,-1.0175,-46.53334,,true
bckm_2023,,,-1.020277,-46.498894,,true
bckm_2022,,,-1.212778,-48.340279,,true
bckm_2021,,,-1.076944,-48.322502,,true
bckm_2020,,,-1.074999,-48.412224,,true
bckm_2019,,,-1.162777,-48.465561,,true
bckm_2018,,,-1.212778,-48.340279,,true
bckm_2017,,,-1.346388,-45.634171,,true
bckm_2016,,,-1.126944,-45.626944,,true
bckm_2015,,,-1.360832,-45.689444,,true
bckm_2014,,,-1.346388,-45.634171,,true
bckm_2013,,,-1.401945,-44.987503,,true
bckm_2012,,,-1.283056,-44.881111,,true
bckm_2011,,,-1.261667,-44.975563,,true
bckm_2010,,,-1.401945,-44.987503,,true
bckm_2009,,,-1.525,-48.525841,,true
bckm_2008,,,-1.36611,-48.553337,,true
bckm_2007,,,-1.442221,-48.592506,,true
bckm_2006,,,-1.525,-48.525841,,true
bckm_2005,,,-1.484722,-48.633614,,true
bckm_2004,,,-1.375834,-48.657501,,true
bckm_2003,,,-1.449167,-48.696671,,true
bckm_2002,,,-1.484722,-48.633614,,true
bckm_2001,,,-1.5275,-52.418335,,true
bckm_2000,,,-1.408333,-52.168617,,true
bckm_1999,,,-1.466389,-52.431114,,true
bckm_1998,,,-1.5275,-52.418335,,true
bckm_1997,,,-1.580278,-52.024727,,true
bckm_1996,,,-1.516388,-51.914452,,true
bckm_1995,,,-1.439722,-52.029449,,true
bckm_1994,,,-1.646666,-52.200836,,true
